gene_id	gene_name	description	gene_biotype
ENSMUSG00000114136	4921511I17Rik	RIKEN cDNA 4921511I17 gene [Source:MGI Symbol;Acc:MGI:1918108]	lncRNA
ENSMUSG00000091430	Platr19	pluripotency associated transcript 19 [Source:MGI Symbol;Acc:MGI:4936971]	lncRNA
ENSMUSG00000113363	Gm48187	predicted gene, 48187 [Source:MGI Symbol;Acc:MGI:6097566]	lncRNA
ENSMUSG00000097627	4930519A11Rik	RIKEN cDNA 4930519A11 gene [Source:MGI Symbol;Acc:MGI:1921946]	lncRNA
ENSMUSG00000113465	Gm40271	predicted gene, 40271 [Source:MGI Symbol;Acc:MGI:5623156]	lncRNA
ENSMUSG00000037169	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	protein_coding
ENSMUSG00000113220	Gm35208	predicted gene, 35208 [Source:MGI Symbol;Acc:MGI:5594367]	lncRNA
ENSMUSG00000113928	Gm48209	predicted gene, 48209 [Source:MGI Symbol;Acc:MGI:6097602]	lncRNA
ENSMUSG00000112988	Gm35298	predicted gene, 35298 [Source:MGI Symbol;Acc:MGI:5594457]	lncRNA
ENSMUSG00000113284	Gm48213	predicted gene, 48213 [Source:MGI Symbol;Acc:MGI:6097608]	lncRNA
ENSMUSG00000037149	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1 [Source:MGI Symbol;Acc:MGI:2144727]	protein_coding
ENSMUSG00000020576	Nbas	neuroblastoma amplified sequence [Source:MGI Symbol;Acc:MGI:1918419]	protein_coding
ENSMUSG00000113058	Gm48311	predicted gene, 48311 [Source:MGI Symbol;Acc:MGI:6097761]	lncRNA
ENSMUSG00000113666	Gm35725	predicted gene, 35725 [Source:MGI Symbol;Acc:MGI:5594884]	lncRNA
ENSMUSG00000113283	Gm35890	predicted gene, 35890 [Source:MGI Symbol;Acc:MGI:5595049]	lncRNA
ENSMUSG00000113522	Gm48479	predicted gene, 48479 [Source:MGI Symbol;Acc:MGI:6097995]	lncRNA
ENSMUSG00000114026	Gm48480	predicted gene, 48480 [Source:MGI Symbol;Acc:MGI:6097997]	lncRNA
ENSMUSG00000020607	Lratd1	LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:2145011]	protein_coding
ENSMUSG00000113336	Gm16497	predicted gene 16497 [Source:MGI Symbol;Acc:MGI:3642481]	lncRNA
ENSMUSG00000113644	4930448C13Rik	RIKEN cDNA 4930448C13 gene [Source:MGI Symbol;Acc:MGI:1921222]	lncRNA
ENSMUSG00000113734	Gm48539	predicted gene, 48539 [Source:MGI Symbol;Acc:MGI:6098084]	lncRNA
ENSMUSG00000020601	Trib2	tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021]	protein_coding
ENSMUSG00000097580	Gm5432	predicted gene 5432 [Source:MGI Symbol;Acc:MGI:3649057]	lncRNA
ENSMUSG00000113629	Gm48558	predicted gene, 48558 [Source:MGI Symbol;Acc:MGI:6098113]	lncRNA
ENSMUSG00000113739	Gm48584	predicted gene, 48584 [Source:MGI Symbol;Acc:MGI:6098153]	lncRNA
ENSMUSG00000113930	Gm36235	predicted gene, 36235 [Source:MGI Symbol;Acc:MGI:5595394]	lncRNA
ENSMUSG00000113735	Gm48607	predicted gene, 48607 [Source:MGI Symbol;Acc:MGI:6098192]	lncRNA
ENSMUSG00000113975	Gm36372	predicted gene, 36372 [Source:MGI Symbol;Acc:MGI:5595531]	lncRNA
ENSMUSG00000113586	Gm48606	predicted gene, 48606 [Source:MGI Symbol;Acc:MGI:6098190]	lncRNA
ENSMUSG00000113892	Gm48605	predicted gene, 48605 [Source:MGI Symbol;Acc:MGI:6098188]	lncRNA
ENSMUSG00000020593	Lpin1	lipin 1 [Source:MGI Symbol;Acc:MGI:1891340]	protein_coding
ENSMUSG00000020591	Ntsr2	neurotensin receptor 2 [Source:MGI Symbol;Acc:MGI:108018]	protein_coding
ENSMUSG00000036523	Greb1	gene regulated by estrogen in breast cancer protein [Source:MGI Symbol;Acc:MGI:2149712]	protein_coding
ENSMUSG00000114049	Gm48140	predicted gene, 48140 [Source:MGI Symbol;Acc:MGI:6097506]	lncRNA
ENSMUSG00000113897	Gm48227	predicted gene, 48227 [Source:MGI Symbol;Acc:MGI:6097629]	lncRNA
ENSMUSG00000057469	E2f6	E2F transcription factor 6 [Source:MGI Symbol;Acc:MGI:1354159]	protein_coding
ENSMUSG00000114018	Gm36495	predicted gene, 36495 [Source:MGI Symbol;Acc:MGI:5595654]	lncRNA
ENSMUSG00000020580	Rock2	Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926]	protein_coding
ENSMUSG00000045679	Pqlc3	PQ loop repeat containing [Source:MGI Symbol;Acc:MGI:2444067]	protein_coding
ENSMUSG00000071398	2410004P03Rik	RIKEN cDNA 2410004P03 gene [Source:MGI Symbol;Acc:MGI:1920917]	protein_coding
ENSMUSG00000113447	Gm48538	predicted gene, 48538 [Source:MGI Symbol;Acc:MGI:6098082]	lncRNA
ENSMUSG00000051726	Kcnf1	potassium voltage-gated channel, subfamily F, member 1 [Source:MGI Symbol;Acc:MGI:2687399]	protein_coding
ENSMUSG00000020571	Pdia6	protein disulfide isomerase associated 6 [Source:MGI Symbol;Acc:MGI:1919103]	protein_coding
ENSMUSG00000020566	Atp6v1c2	ATPase, H+ transporting, lysosomal V1 subunit C2 [Source:MGI Symbol;Acc:MGI:1916025]	protein_coding
ENSMUSG00000114024	Gm46336	predicted gene, 46336 [Source:MGI Symbol;Acc:MGI:5825973]	lncRNA
ENSMUSG00000061458	Nol10	nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913]	protein_coding
ENSMUSG00000113246	Gm36752	predicted gene, 36752 [Source:MGI Symbol;Acc:MGI:5595911]	lncRNA
ENSMUSG00000011179	Odc1	ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]	protein_coding
ENSMUSG00000113093	Gm36862	predicted gene, 36862 [Source:MGI Symbol;Acc:MGI:5596021]	lncRNA
ENSMUSG00000114062	Gm48313	predicted gene, 48313 [Source:MGI Symbol;Acc:MGI:6097764]	lncRNA
ENSMUSG00000071379	Hpcal1	hippocalcin-like 1 [Source:MGI Symbol;Acc:MGI:1855689]	protein_coding
ENSMUSG00000073197	5730507C01Rik	RIKEN cDNA 5730507C01 gene [Source:MGI Symbol;Acc:MGI:1917882]	protein_coding
ENSMUSG00000116744	Gm49764	predicted gene, 49764 [Source:MGI Symbol;Acc:MGI:6215272]	lncRNA
ENSMUSG00000114188	Gm40849	predicted gene, 40849 [Source:MGI Symbol;Acc:MGI:5623734]	lncRNA
ENSMUSG00000073184	Gm49957	predicted gene, 49957 [Source:MGI Symbol;Acc:MGI:6270678]	lncRNA
ENSMUSG00000093908	Gm5784	predicted gene 5784 [Source:MGI Symbol;Acc:MGI:3647969]	lncRNA
ENSMUSG00000116705	Gm29737	predicted gene, 29737 [Source:MGI Symbol;Acc:MGI:5588896]	lncRNA
ENSMUSG00000116775	Gm49769	predicted gene, 49769 [Source:MGI Symbol;Acc:MGI:6215281]	lncRNA
ENSMUSG00000113300	Gm49371	predicted gene, 49371 [Source:MGI Symbol;Acc:MGI:6121588]	lncRNA
ENSMUSG00000095470	Gm21863	predicted gene, 21863 [Source:MGI Symbol;Acc:MGI:5434027]	protein_coding
ENSMUSG00000116736	Gm49692	predicted gene, 49692 [Source:MGI Symbol;Acc:MGI:6215145]	lncRNA
ENSMUSG00000116606	Gm10479	predicted gene 10479 [Source:MGI Symbol;Acc:MGI:3704385]	lncRNA
ENSMUSG00000116537	Gm49698	predicted gene, 49698 [Source:MGI Symbol;Acc:MGI:6215155]	lncRNA
ENSMUSG00000113157	Gm48693	predicted gene, 48693 [Source:MGI Symbol;Acc:MGI:6098323]	lncRNA
ENSMUSG00000116883	Gm49700	predicted gene, 49700 [Source:MGI Symbol;Acc:MGI:6215158]	lncRNA
ENSMUSG00000052632	Asap2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438]	protein_coding
ENSMUSG00000116627	Gm30124	predicted gene, 30124 [Source:MGI Symbol;Acc:MGI:5589283]	lncRNA
ENSMUSG00000062352	Itgb1bp1	integrin beta 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1306802]	protein_coding
ENSMUSG00000092373	Gm20535	predicted gene 20535 [Source:MGI Symbol;Acc:MGI:5142000]	lncRNA
ENSMUSG00000054309	Cpsf3	cleavage and polyadenylation specificity factor 3 [Source:MGI Symbol;Acc:MGI:1859328]	protein_coding
ENSMUSG00000062054	Iah1	isoamyl acetate-hydrolyzing esterase 1 homolog [Source:MGI Symbol;Acc:MGI:1914982]	protein_coding
ENSMUSG00000052593	Adam17	a disintegrin and metallopeptidase domain 17 [Source:MGI Symbol;Acc:MGI:1096335]	protein_coding
ENSMUSG00000116819	Gm49586	predicted gene, 49586 [Source:MGI Symbol;Acc:MGI:6214987]	lncRNA
ENSMUSG00000076432	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:MGI Symbol;Acc:MGI:891963]	protein_coding
ENSMUSG00000097055	Gm4419	predicted gene 4419 [Source:MGI Symbol;Acc:MGI:3782604]	lncRNA
ENSMUSG00000093846	Gm4425	predicted gene 4425 [Source:MGI Symbol;Acc:MGI:3809660]	lncRNA
ENSMUSG00000114006	Gm47997	predicted gene, 47997 [Source:MGI Symbol;Acc:MGI:6097295]	lncRNA
ENSMUSG00000073164	2410018L13Rik	RIKEN cDNA 2410018L13 gene [Source:MGI Symbol;Acc:MGI:1916982]	lncRNA
ENSMUSG00000073158	9030624G23Rik	RIKEN cDNA 9030624G23 gene [Source:MGI Symbol;Acc:MGI:1914058]	protein_coding
ENSMUSG00000059669	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B [Source:MGI Symbol;Acc:MGI:109577]	protein_coding
ENSMUSG00000020656	Grhl1	grainyhead like transcription factor 1 [Source:MGI Symbol;Acc:MGI:2182540]	protein_coding
ENSMUSG00000020653	Klf11	Kruppel-like factor 11 [Source:MGI Symbol;Acc:MGI:2653368]	protein_coding
ENSMUSG00000062563	Cys1	cystin 1 [Source:MGI Symbol;Acc:MGI:2177632]	protein_coding
ENSMUSG00000020649	Rrm2	ribonucleotide reductase M2 [Source:MGI Symbol;Acc:MGI:98181]	protein_coding
ENSMUSG00000114076	Gm48896	predicted gene, 48896 [Source:MGI Symbol;Acc:MGI:6098660]	lncRNA
ENSMUSG00000113621	2900060N12Rik	RIKEN cDNA 2900060N12 gene [Source:MGI Symbol;Acc:MGI:1920281]	lncRNA
ENSMUSG00000020646	Mboat2	membrane bound O-acyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914466]	protein_coding
ENSMUSG00000113774	Gm36236	predicted gene, 36236 [Source:MGI Symbol;Acc:MGI:5595395]	lncRNA
ENSMUSG00000036333	Kidins220	kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730]	protein_coding
ENSMUSG00000114148	Gm47701	predicted gene, 47701 [Source:MGI Symbol;Acc:MGI:6096815]	lncRNA
ENSMUSG00000020644	Id2	inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]	protein_coding
ENSMUSG00000112937	Gm17746	predicted gene, 17746 [Source:MGI Symbol;Acc:MGI:5009824]	lncRNA
ENSMUSG00000113587	Gm36287	predicted gene, 36287 [Source:MGI Symbol;Acc:MGI:5595446]	lncRNA
ENSMUSG00000114033	Gm47705	predicted gene, 47705 [Source:MGI Symbol;Acc:MGI:6096822]	lncRNA
ENSMUSG00000114105	Gm47713	predicted gene, 47713 [Source:MGI Symbol;Acc:MGI:6096837]	lncRNA
ENSMUSG00000113669	Gm36723	predicted gene, 36723 [Source:MGI Symbol;Acc:MGI:5595882]	lncRNA
ENSMUSG00000113827	Gm47733	predicted gene, 47733 [Source:MGI Symbol;Acc:MGI:6096870]	lncRNA
ENSMUSG00000113550	Gm29687	predicted gene, 29687 [Source:MGI Symbol;Acc:MGI:5588846]	lncRNA
ENSMUSG00000113115	4930480M12Rik	RIKEN cDNA 4930480M12 gene [Source:MGI Symbol;Acc:MGI:1922180]	lncRNA
ENSMUSG00000113813	Gm29968	predicted gene, 29968 [Source:MGI Symbol;Acc:MGI:5589127]	lncRNA
ENSMUSG00000020642	Rnf144a	ring finger protein 144A [Source:MGI Symbol;Acc:MGI:1344401]	protein_coding
ENSMUSG00000114048	4930549C15Rik	RIKEN cDNA 4930549C15 gene [Source:MGI Symbol;Acc:MGI:1922493]	lncRNA
ENSMUSG00000020641	Rsad2	radical S-adenosyl methionine domain containing 2 [Source:MGI Symbol;Acc:MGI:1929628]	protein_coding
ENSMUSG00000020638	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99830]	protein_coding
ENSMUSG00000113628	1700020D12Rik	RIKEN cDNA 1700020D12 gene [Source:MGI Symbol;Acc:MGI:1916687]	lncRNA
ENSMUSG00000113524	Gm47847	predicted gene, 47847 [Source:MGI Symbol;Acc:MGI:6097052]	lncRNA
ENSMUSG00000113218	4933409F18Rik	RIKEN cDNA 4933409F18 gene [Source:MGI Symbol;Acc:MGI:1918376]	lncRNA
ENSMUSG00000094002	Gm9866	predicted gene 9866 [Source:MGI Symbol;Acc:MGI:3643118]	lncRNA
ENSMUSG00000063632	Sox11	SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]	protein_coding
ENSMUSG00000113421	Gm4166	predicted gene 4166 [Source:MGI Symbol;Acc:MGI:3782342]	lncRNA
ENSMUSG00000113616	Gm45941	predicted gene, 45941 [Source:MGI Symbol;Acc:MGI:5825578]	lncRNA
ENSMUSG00000113967	Gm31025	predicted gene, 31025 [Source:MGI Symbol;Acc:MGI:5590184]	lncRNA
ENSMUSG00000113235	Gm47872	predicted gene, 47872 [Source:MGI Symbol;Acc:MGI:6097094]	lncRNA
ENSMUSG00000113939	Gm47871	predicted gene, 47871 [Source:MGI Symbol;Acc:MGI:6097092]	lncRNA
ENSMUSG00000020633	Dcdc2c	doublecortin domain containing 2C [Source:MGI Symbol;Acc:MGI:1915761]	protein_coding
ENSMUSG00000020636	Allc	allantoicase [Source:MGI Symbol;Acc:MGI:2136971]	protein_coding
ENSMUSG00000036655	Colec11	collectin sub-family member 11 [Source:MGI Symbol;Acc:MGI:1918943]	protein_coding
ENSMUSG00000061477	Rps7	ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]	protein_coding
ENSMUSG00000020630	Rnaseh1	ribonuclease H1 [Source:MGI Symbol;Acc:MGI:1335073]	protein_coding
ENSMUSG00000020629	Adi1	acireductone dioxygenase 1 [Source:MGI Symbol;Acc:MGI:2144929]	protein_coding
ENSMUSG00000020628	Trappc12	trafficking protein particle complex 12 [Source:MGI Symbol;Acc:MGI:2445089]	protein_coding
ENSMUSG00000036613	Eipr1	EARP complex and GARP complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1289332]	protein_coding
ENSMUSG00000113886	Gm48905	predicted gene, 48905 [Source:MGI Symbol;Acc:MGI:6098677]	lncRNA
ENSMUSG00000113387	Gm31508	predicted gene, 31508 [Source:MGI Symbol;Acc:MGI:5590667]	lncRNA
ENSMUSG00000113544	4833405L11Rik	RIKEN cDNA 4833405L11 gene [Source:MGI Symbol;Acc:MGI:1924112]	lncRNA
ENSMUSG00000113986	Gm31333	predicted gene, 31333 [Source:MGI Symbol;Acc:MGI:5590492]	lncRNA
ENSMUSG00000112390	Gm20208	predicted gene, 20208 [Source:MGI Symbol;Acc:MGI:5012393]	lncRNA
ENSMUSG00000061911	Myt1l	myelin transcription factor 1-like [Source:MGI Symbol;Acc:MGI:1100511]	protein_coding
ENSMUSG00000112663	C630031E19Rik	RIKEN cDNA C630031E19 gene [Source:MGI Symbol;Acc:MGI:5439405]	lncRNA
ENSMUSG00000020674	Pxdn	peroxidasin [Source:MGI Symbol;Acc:MGI:1916925]	protein_coding
ENSMUSG00000020673	Tpo	thyroid peroxidase [Source:MGI Symbol;Acc:MGI:98813]	protein_coding
ENSMUSG00000085472	Gm15691	predicted gene 15691 [Source:MGI Symbol;Acc:MGI:3783132]	lncRNA
ENSMUSG00000020672	Sntg2	syntrophin, gamma 2 [Source:MGI Symbol;Acc:MGI:1919541]	protein_coding
ENSMUSG00000102098	2310016D03Rik	RIKEN cDNA 2310016D03 gene [Source:MGI Symbol;Acc:MGI:1916816]	lncRNA
ENSMUSG00000100674	Gm28806	predicted gene 28806 [Source:MGI Symbol;Acc:MGI:5579512]	lncRNA
ENSMUSG00000043061	Tmem18	transmembrane protein 18 [Source:MGI Symbol;Acc:MGI:2387176]	protein_coding
ENSMUSG00000054204	Alkal2	ALK and LTK ligand 2 [Source:MGI Symbol;Acc:MGI:3697448]	protein_coding
ENSMUSG00000044573	Acp1	acid phosphatase 1, soluble [Source:MGI Symbol;Acc:MGI:87881]	protein_coding
ENSMUSG00000020669	Sh3yl1	Sh3 domain YSC-like 1 [Source:MGI Symbol;Acc:MGI:1346118]	protein_coding
ENSMUSG00000036136	Fam110c	family with sequence similarity 110, member C [Source:MGI Symbol;Acc:MGI:1918813]	protein_coding
ENSMUSG00000112876	Gm32443	predicted gene, 32443 [Source:MGI Symbol;Acc:MGI:5591602]	lncRNA
ENSMUSG00000095953	6030469F06Rik	RIKEN cDNA 6030469F06 gene [Source:MGI Symbol;Acc:MGI:3588235]	lncRNA
ENSMUSG00000112187	Gm6993	predicted gene 6993 [Source:MGI Symbol;Acc:MGI:3644833]	protein_coding
ENSMUSG00000002900	Lamb1	laminin B1 [Source:MGI Symbol;Acc:MGI:96743]	protein_coding
ENSMUSG00000020664	Dld	dihydrolipoamide dehydrogenase [Source:MGI Symbol;Acc:MGI:107450]	protein_coding
ENSMUSG00000001225	Slc26a3	solute carrier family 26, member 3 [Source:MGI Symbol;Acc:MGI:107181]	protein_coding
ENSMUSG00000020659	Cbll1	Casitas B-lineage lymphoma-like 1 [Source:MGI Symbol;Acc:MGI:2144842]	protein_coding
ENSMUSG00000099851	Gm29542	predicted gene 29542 [Source:MGI Symbol;Acc:MGI:5580248]	lncRNA
ENSMUSG00000020651	Slc26a4	solute carrier family 26, member 4 [Source:MGI Symbol;Acc:MGI:1346029]	protein_coding
ENSMUSG00000020650	Bcap29	B cell receptor associated protein 29 [Source:MGI Symbol;Acc:MGI:101917]	protein_coding
ENSMUSG00000020648	Dus4l	dihydrouridine synthase 4-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919166]	protein_coding
ENSMUSG00000035933	Cog5	component of oligomeric golgi complex 5 [Source:MGI Symbol;Acc:MGI:2145130]	protein_coding
ENSMUSG00000044067	Gpr22	G protein-coupled receptor 22 [Source:MGI Symbol;Acc:MGI:1920260]	protein_coding
ENSMUSG00000111987	Gm48809	predicted gene, 48809 [Source:MGI Symbol;Acc:MGI:6098521]	lncRNA
ENSMUSG00000002996	Hbp1	high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]	protein_coding
ENSMUSG00000002997	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]	protein_coding
ENSMUSG00000112569	Gm33111	predicted gene, 33111 [Source:MGI Symbol;Acc:MGI:5592270]	lncRNA
ENSMUSG00000112071	5430401H09Rik	RIKEN cDNA 5430401H09 gene [Source:MGI Symbol;Acc:MGI:1918646]	lncRNA
ENSMUSG00000020573	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:1353576]	protein_coding
ENSMUSG00000112578	Gm33308	predicted gene, 33308 [Source:MGI Symbol;Acc:MGI:5592467]	lncRNA
ENSMUSG00000090946	Ccdc71l	coiled-coil domain containing 71 like [Source:MGI Symbol;Acc:MGI:1919373]	protein_coding
ENSMUSG00000112865	Gm40375	predicted gene, 40375 [Source:MGI Symbol;Acc:MGI:5623260]	lncRNA
ENSMUSG00000020572	Nampt	nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]	protein_coding
ENSMUSG00000112166	Gm47948	predicted gene, 47948 [Source:MGI Symbol;Acc:MGI:6097217]	lncRNA
ENSMUSG00000097494	4933406C10Rik	RIKEN cDNA 4933406C10 gene [Source:MGI Symbol;Acc:MGI:1921326]	lncRNA
ENSMUSG00000020570	Sypl	synaptophysin-like protein [Source:MGI Symbol;Acc:MGI:108081]	protein_coding
ENSMUSG00000035860	Cdhr3	cadherin-related family member 3 [Source:MGI Symbol;Acc:MGI:1916014]	protein_coding
ENSMUSG00000052125	F730043M19Rik	RIKEN cDNA F730043M19 gene [Source:MGI Symbol;Acc:MGI:2443237]	lncRNA
ENSMUSG00000084979	Gm16267	predicted gene 16267 [Source:MGI Symbol;Acc:MGI:3826520]	lncRNA
ENSMUSG00000020564	Atxn7l1	ataxin 7-like 1 [Source:MGI Symbol;Acc:MGI:3584458]	protein_coding
ENSMUSG00000079143	Atxn7l1os1	ataxin 7-like 1, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3779275]	lncRNA
ENSMUSG00000085664	Atxn7l1os2	ataxin 7-like 1, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1923086]	lncRNA
ENSMUSG00000020562	Efcab10	EF-hand calcium binding domain 10 [Source:MGI Symbol;Acc:MGI:1922290]	protein_coding
ENSMUSG00000020561	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor [Source:MGI Symbol;Acc:MGI:106292]	protein_coding
ENSMUSG00000114082	Gm40383	predicted gene, 40383 [Source:MGI Symbol;Acc:MGI:5623268]	lncRNA
ENSMUSG00000046518	Ferd3l	Fer3 like bHLH transcription factor [Source:MGI Symbol;Acc:MGI:2150010]	protein_coding
ENSMUSG00000035799	Twist1	twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]	protein_coding
ENSMUSG00000004698	Hdac9	histone deacetylase 9 [Source:MGI Symbol;Acc:MGI:1931221]	protein_coding
ENSMUSG00000113386	Gm47357	predicted gene, 47357 [Source:MGI Symbol;Acc:MGI:6096262]	lncRNA
ENSMUSG00000092305	Prps1l1	phosphoribosyl pyrophosphate synthetase 1-like 1 [Source:MGI Symbol;Acc:MGI:1922706]	protein_coding
ENSMUSG00000020590	Snx13	sorting nexin 13 [Source:MGI Symbol;Acc:MGI:2661416]	protein_coding
ENSMUSG00000019256	Ahr	aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043]	protein_coding
ENSMUSG00000113741	Gm48236	predicted gene, 48236 [Source:MGI Symbol;Acc:MGI:6097644]	lncRNA
ENSMUSG00000113580	Gm48237	predicted gene, 48237 [Source:MGI Symbol;Acc:MGI:6097646]	lncRNA
ENSMUSG00000113548	Gm34047	predicted gene, 34047 [Source:MGI Symbol;Acc:MGI:5593206]	lncRNA
ENSMUSG00000113985	9130015A21Rik	RIKEN cDNA 9130015A21 gene [Source:MGI Symbol;Acc:MGI:1918831]	lncRNA
ENSMUSG00000036231	Agr3	anterior gradient 3 [Source:MGI Symbol;Acc:MGI:2685734]	protein_coding
ENSMUSG00000020581	Agr2	anterior gradient 2 [Source:MGI Symbol;Acc:MGI:1344405]	protein_coding
ENSMUSG00000020577	Tspan13	tetraspanin 13 [Source:MGI Symbol;Acc:MGI:1913359]	protein_coding
ENSMUSG00000020547	Bzw2	basic leucine zipper and W2 domains 2 [Source:MGI Symbol;Acc:MGI:1914162]	protein_coding
ENSMUSG00000036188	Ankmy2	ankyrin repeat and MYND domain containing 2 [Source:MGI Symbol;Acc:MGI:2144755]	protein_coding
ENSMUSG00000020545	Lrrc72	leucine rich repeat containing 72 [Source:MGI Symbol;Acc:MGI:1920830]	protein_coding
ENSMUSG00000113832	Gm40392	predicted gene, 40392 [Source:MGI Symbol;Acc:MGI:5623277]	lncRNA
ENSMUSG00000036169	Sostdc1	sclerostin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913292]	protein_coding
ENSMUSG00000114141	Gm34215	predicted gene, 34215 [Source:MGI Symbol;Acc:MGI:5593374]	lncRNA
ENSMUSG00000091007	D630036H23Rik	RIKEN cDNA D630036H23 gene [Source:MGI Symbol;Acc:MGI:3704386]	lncRNA
ENSMUSG00000043153	Crppa	CDP-L-ribitol pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1923097]	protein_coding
ENSMUSG00000113064	Gm40394	predicted gene, 40394 [Source:MGI Symbol;Acc:MGI:5623279]	lncRNA
ENSMUSG00000113507	Gm48613	predicted gene, 48613 [Source:MGI Symbol;Acc:MGI:6098202]	lncRNA
ENSMUSG00000114052	Gm48616	predicted gene, 48616 [Source:MGI Symbol;Acc:MGI:6098208]	lncRNA
ENSMUSG00000113764	Gm48617	predicted gene, 48617 [Source:MGI Symbol;Acc:MGI:6098210]	lncRNA
ENSMUSG00000101067	Gm29007	predicted gene 29007 [Source:MGI Symbol;Acc:MGI:5579713]	lncRNA
ENSMUSG00000036144	Meox2	mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]	protein_coding
ENSMUSG00000050103	Agmo	alkylglycerol monooxygenase [Source:MGI Symbol;Acc:MGI:2442495]	protein_coding
ENSMUSG00000113005	Gm34408	predicted gene, 34408 [Source:MGI Symbol;Acc:MGI:5593567]	lncRNA
ENSMUSG00000036095	Dgkb	diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]	protein_coding
ENSMUSG00000113608	Gm48715	predicted gene, 48715 [Source:MGI Symbol;Acc:MGI:6098363]	lncRNA
ENSMUSG00000112967	4930428E07Rik	RIKEN cDNA 4930428E07 gene [Source:MGI Symbol;Acc:MGI:1921117]	lncRNA
ENSMUSG00000004151	Etv1	ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]	protein_coding
ENSMUSG00000113933	Gm34611	predicted gene, 34611 [Source:MGI Symbol;Acc:MGI:5593770]	lncRNA
ENSMUSG00000113092	Gm34662	predicted gene, 34662 [Source:MGI Symbol;Acc:MGI:5593821]	lncRNA
ENSMUSG00000113272	Gm34809	predicted gene, 34809 [Source:MGI Symbol;Acc:MGI:5593968]	lncRNA
ENSMUSG00000114079	Gm47855	predicted gene, 47855 [Source:MGI Symbol;Acc:MGI:6097065]	lncRNA
ENSMUSG00000113343	Gm34923	predicted gene, 34923 [Source:MGI Symbol;Acc:MGI:5594082]	lncRNA
